videoId,author,likes,publishedAt,text,text_new,text_new_lower,labelling
m-QuhklHBEs,@sniper-w1s,0,2025-09-05T05:57:19Z,Sayang gk ada tuntutan hukum mati koruptor😢,Sayang gk ada tuntutan hukum mati koruptor,sayang gk ada tuntutan hukum mati koruptor,2
m-QuhklHBEs,@jamhur3111,0,2025-09-05T05:54:29Z,perwakilan untuk rakyat nikmati hasilnya untuk rakyat semua,perwakilan untuk rakyat nikmati hasilnya untuk rakyat semua,perwakilan untuk rakyat nikmati hasilnya untuk rakyat semua,2
m-QuhklHBEs,@masfadli7442,1,2025-09-05T05:52:01Z,"Kalau kali ini tidak berhasil sahkan UU perampasan aset koruptor.jgn mau ditunda nanti mulai dr nol lagi, kalau gagal ayo demo lagi yg lebih besar","Kalau kali ini tidak berhasil sahkan UU perampasan aset koruptor.jgn mau ditunda nanti mulai dr nol lagi, kalau gagal ayo demo lagi yg lebih besar","kalau kali ini tidak berhasil sahkan uu perampasan aset koruptor.jgn mau ditunda nanti mulai dr nol lagi, kalau gagal ayo demo lagi yg lebih besar",1
m-QuhklHBEs,@samsularifin-ux4ez,1,2025-09-05T05:47:34Z,Kenapa kalian tidak menyuarakan jangan anarki,Kenapa kalian tidak menyuarakan jangan anarki,kenapa kalian tidak menyuarakan jangan anarki,3
m-QuhklHBEs,@suryasuryanugraha5554,0,2025-09-05T05:46:34Z,Turunkan harga,Turunkan harga,turunkan harga,2
m-QuhklHBEs,@ahmadrehan8416,0,2025-09-05T05:46:22Z,klau bisa smua kepala desa di audit biar smua ferr,klau bisa smua kepala desa di audit biar smua ferr,klau bisa smua kepala desa di audit biar smua ferr,2
m-QuhklHBEs,@samsularifin-ux4ez,0,2025-09-05T05:41:19Z,Kenapa MAHASISWA TIDAK MENYUARAKAN JANGAN ANARKIDAN JANGAN MENJARAH KENAPA ?????,Kenapa MAHASISWA TIDAK MENYUARAKAN JANGAN ANARKIDAN JANGAN MENJARAH KENAPA ?,kenapa mahasiswa tidak menyuarakan jangan anarkidan jangan menjarah kenapa ?,2
m-QuhklHBEs,@rindunurhayati2391,0,2025-09-05T05:39:05Z,Minta nyari pekerjaan yg tidak banyak syarat  tidak memandang usia sprti jaman nya pak harto karena tidak yg muda saja yg butuh makan.,Minta nyari pekerjaan yg tidak banyak syarat tidak memandang usia sprti jaman nya pak harto karena tidak yg muda saja yg butuh makan.,minta nyari pekerjaan yg tidak banyak syarat tidak memandang usia sprti jaman nya pak harto karena tidak yg muda saja yg butuh makan.,2
m-QuhklHBEs,@FatmawaiFatmawai,0,2025-09-05T05:32:27Z,Kita harus juga selalu Lht kerja KPK jgn yg inceranya  hanya tebang pilih gtu harus dgn aturan mainnya siapa pun dia  pejabat tinggi atau rendah atau rakyat bisa klu ketaua langsung di tindak,Kita harus juga selalu Lht kerja KPK jgn yg inceranya hanya tebang pilih gtu harus dgn aturan mainnya siapa pun dia pejabat tinggi atau rendah atau rakyat bisa klu ketaua langsung di tindak,kita harus juga selalu lht kerja kpk jgn yg inceranya hanya tebang pilih gtu harus dgn aturan mainnya siapa pun dia pejabat tinggi atau rendah atau rakyat bisa klu ketaua langsung di tindak,2
m-QuhklHBEs,@abdulmutaliblaya5984,0,2025-09-05T05:24:38Z,Saya Dukung Militer tetap ikut aktif disegala bidang. Agar NKRI tetap Kokoh.,Saya Dukung Militer tetap ikut aktif disegala bidang. Agar NKRI tetap Kokoh.,saya dukung militer tetap ikut aktif disegala bidang. agar nkri tetap kokoh.,2
m-QuhklHBEs,@Adolf8464,0,2025-09-05T05:12:32Z,"Jika demo tdk anarkis, cukup polisi,dan kewajiban TNI menjaga lambang negara dan objek vital","Jika demo tdk anarkis, cukup polisi,dan kewajiban TNI menjaga lambang negara dan objek vital","jika demo tdk anarkis, cukup polisi,dan kewajiban tni menjaga lambang negara dan objek vital",2
m-QuhklHBEs,@Probity8888,0,2025-09-05T05:10:59Z,Terkait kritik terhadap Polri apakah jg disampaikan?,Terkait kritik terhadap Polri apakah jg disampaikan?,terkait kritik terhadap polri apakah jg disampaikan?,2
m-QuhklHBEs,@MulyadiAp-k1t,0,2025-09-05T05:10:25Z,kami rakyat minta DPR bukan pintu  bagi pendemo  dua atau tiga utusan  masuk berdialog dengan baik sebagai masukan rakyat kepada DPR demi memperbaiki negara dan bangsa tidak merugikan rakyat,kami rakyat minta DPR bukan pintu bagi pendemo dua atau tiga utusan masuk berdialog dengan baik sebagai masukan rakyat kepada DPR demi memperbaiki negara dan bangsa tidak merugikan rakyat,kami rakyat minta dpr bukan pintu bagi pendemo dua atau tiga utusan masuk berdialog dengan baik sebagai masukan rakyat kepada dpr demi memperbaiki negara dan bangsa tidak merugikan rakyat,2
m-QuhklHBEs,@Suhendi-bm9fk,1,2025-09-05T05:09:07Z,Rakyat kawal terus,Rakyat kawal terus,rakyat kawal terus,1
m-QuhklHBEs,@biarseruaja,0,2025-09-05T05:09:00Z,"Hapus pajak rakyat, berlakukan SIM seumur hidup","Hapus pajak rakyat, berlakukan SIM seumur hidup","hapus pajak rakyat, berlakukan sim seumur hidup",2
m-QuhklHBEs,@Suhendi-bm9fk,0,2025-09-05T05:08:22Z,Setuju setelah di sah kan harus di pecat Mentri keuangan sama ketua DPR sama Mentri keuangan tuh ibu Sri Mulyani pemintaan rakyat,Setuju setelah di sah kan harus di pecat Mentri keuangan sama ketua DPR sama Mentri keuangan tuh ibu Sri Mulyani pemintaan rakyat,setuju setelah di sah kan harus di pecat mentri keuangan sama ketua dpr sama mentri keuangan tuh ibu sri mulyani pemintaan rakyat,1
m-QuhklHBEs,@Suhendi-bm9fk,1,2025-09-05T05:06:32Z,Rakyat kawal terus dan nyimak,Rakyat kawal terus dan nyimak,rakyat kawal terus dan nyimak,1
m-QuhklHBEs,@Zainal-v7q,0,2025-09-05T04:54:27Z,"Uang reses DPR, dihapus saja karena malah menjauhkan rakyat dari DPR.","Uang reses DPR, dihapus saja karena malah menjauhkan rakyat dari DPR.","uang reses dpr, dihapus saja karena malah menjauhkan rakyat dari dpr.",2
m-QuhklHBEs,@yudiwahyudi2218,1,2025-09-05T04:54:02Z,"DPR harus di reformasi, cara pemilihannya saja sudah tdk benar, banyak dugaan kalo mau jd Anggota DPR harus punya uang banyak utk menyogok takyat dan menyuap KPU utk jual beli suara dan mengamankan suara, coba liat anggota DPR sekarang, ada artis, pelawak, penyanyi, tukang sulap, pengusaha, dll, yg punya uang utk di duga bermain curang agar bisa jd DPR, coba liat kondisi sekarang apa mereka bisa mewakili kepentingan rakyat, rata2 di duga mereka cuma mewakili kepentingan pribadi, golongan dan kepentingan partainya, mungkin kepentingan rakyat cuma urutan terakhir, cara pemilihan DPR lah awal mula kekacauan ini terjadi","DPR harus di reformasi, cara pemilihannya saja sudah tdk benar, banyak dugaan kalo mau jd Anggota DPR harus punya uang banyak utk menyogok takyat dan menyuap KPU utk jual beli suara dan mengamankan suara, coba liat anggota DPR sekarang, ada artis, pelawak, penyanyi, tukang sulap, pengusaha, dll, yg punya uang utk di duga bermain curang agar bisa jd DPR, coba liat kondisi sekarang apa mereka bisa mewakili kepentingan rakyat, rata2 di duga mereka cuma mewakili kepentingan pribadi, golongan dan kepentingan partainya, mungkin kepentingan rakyat cuma urutan terakhir, cara pemilihan DPR lah awal mula kekacauan ini terjadi","dpr harus di reformasi, cara pemilihannya saja sudah tdk benar, banyak dugaan kalo mau jd anggota dpr harus punya uang banyak utk menyogok takyat dan menyuap kpu utk jual beli suara dan mengamankan suara, coba liat anggota dpr sekarang, ada artis, pelawak, penyanyi, tukang sulap, pengusaha, dll, yg punya uang utk di duga bermain curang agar bisa jd dpr, coba liat kondisi sekarang apa mereka bisa mewakili kepentingan rakyat, rata2 di duga mereka cuma mewakili kepentingan pribadi, golongan dan kepentingan partainya, mungkin kepentingan rakyat cuma urutan terakhir, cara pemilihan dpr lah awal mula kekacauan ini terjadi",2
m-QuhklHBEs,@henywidya1221,0,2025-09-05T04:51:50Z,"Kalau tuntutan tidak di kabulkan, kita perang lagi dalam mode aliansi sebesar besarnya.","Kalau tuntutan tidak di kabulkan, kita perang lagi dalam mode aliansi sebesar besarnya.","kalau tuntutan tidak di kabulkan, kita perang lagi dalam mode aliansi sebesar besarnya.",1
m-QuhklHBEs,@Abdulsundi1527,1,2025-09-05T04:46:58Z,"Penyampaian aspirasi harus dikawal karna lembaga eksekutif , perlemen hanya diterima2 tapi tdk ada realisanya, sama boong tuntutan tks","Penyampaian aspirasi harus dikawal karna lembaga eksekutif , perlemen hanya diterima2 tapi tdk ada realisanya, sama boong tuntutan tks","penyampaian aspirasi harus dikawal karna lembaga eksekutif , perlemen hanya diterima2 tapi tdk ada realisanya, sama boong tuntutan tks",2
m-QuhklHBEs,@anomagung5103,0,2025-09-05T04:46:17Z,Tuntutan koruptor di hukum mati,Tuntutan koruptor di hukum mati,tuntutan koruptor di hukum mati,2
m-QuhklHBEs,@benjiproject2392,2,2025-09-05T04:46:07Z,Kalo mau ruu perampasan aset di sahkan harus dibenahi dulu institusi polisi jakasa dan hakim kali 3 ini udah bagus baik insyaallah ruu perampasan aset berjalan 😊 karena kalo ga berjalan bisa jadi ajang pemerasan 😢😢,Kalo mau ruu perampasan aset di sahkan harus dibenahi dulu institusi polisi jakasa dan hakim kali 3 ini udah bagus baik insyaallah ruu perampasan aset berjalan karena kalo ga berjalan bisa jadi ajang pemerasan,kalo mau ruu perampasan aset di sahkan harus dibenahi dulu institusi polisi jakasa dan hakim kali 3 ini udah bagus baik insyaallah ruu perampasan aset berjalan karena kalo ga berjalan bisa jadi ajang pemerasan,2
m-QuhklHBEs,@apridonasurizka6577,0,2025-09-05T04:34:37Z,Kawal teroosss❤❤❤,Kawal teroosss,kawal teroosss,1
m-QuhklHBEs,@yanar6520,0,2025-09-05T04:28:22Z,"Tunjangan"" anggota DPR  yg itu hapuskan tunjangan aspirasi tunjangan rumah dn bnyak lgi tunjangan yg tak msuk akal.",Tunjangan anggota DPR yg itu hapuskan tunjangan aspirasi tunjangan rumah dn bnyak lgi tunjangan yg tak msuk akal.,tunjangan anggota dpr yg itu hapuskan tunjangan aspirasi tunjangan rumah dn bnyak lgi tunjangan yg tak msuk akal.,1
m-QuhklHBEs,@zelldierich1599,0,2025-09-05T04:21:20Z,Copot kapolri ada ga tuntutan nya,Copot kapolri ada ga tuntutan nya,copot kapolri ada ga tuntutan nya,2
m-QuhklHBEs,@adisakti-yp9hr,0,2025-09-05T04:21:17Z,"Gaji puluhan sampe ratusan,, anggota ratusan kerja lelet 😂","Gaji puluhan sampe ratusan, anggota ratusan kerja lelet","gaji puluhan sampe ratusan, anggota ratusan kerja lelet",2
m-QuhklHBEs,@fijeysab6060,0,2025-09-05T04:20:58Z,"Reformasi:
1. Rampingkan Jumlah partai politik, negri ini di bentuk bukan atas dasar politik.
2. Rubah struktur ke anggotaan DPR;
¼ dari utusan partai
¼ dari utusan daerah
¼ dari utusan akademisi
¼ dari utusan keagamaan 

Hal ini penting agar yang duduk disana benar² mewakili rakyat. Bukan perwakilan partai","Reformasi 1. Rampingkan Jumlah partai politik, negri ini di bentuk bukan atas dasar politik. 2. Rubah struktur ke anggotaan DPR dari utusan partai dari utusan daerah dari utusan akademisi dari utusan keagamaan Hal ini penting agar yang duduk disana benar mewakili rakyat. Bukan perwakilan partai","reformasi 1. rampingkan jumlah partai politik, negri ini di bentuk bukan atas dasar politik. 2. rubah struktur ke anggotaan dpr dari utusan partai dari utusan daerah dari utusan akademisi dari utusan keagamaan hal ini penting agar yang duduk disana benar mewakili rakyat. bukan perwakilan partai",2
m-QuhklHBEs,@ajihandokko90,0,2025-09-05T04:15:29Z,jangan lupa revormasi DPR ganti semua anggotab yg lebih kompeten di bidangnya dan benar benar di pihak rakyat,jangan lupa revormasi DPR ganti semua anggotab yg lebih kompeten di bidangnya dan benar benar di pihak rakyat,jangan lupa revormasi dpr ganti semua anggotab yg lebih kompeten di bidangnya dan benar benar di pihak rakyat,2
m-QuhklHBEs,@JiwaPolitic,0,2025-09-05T04:11:37Z,Kalu tidak di penuhi oleh pemerintah pasti akan menjadi bara dalam sekam,Kalu tidak di penuhi oleh pemerintah pasti akan menjadi bara dalam sekam,kalu tidak di penuhi oleh pemerintah pasti akan menjadi bara dalam sekam,2
m-QuhklHBEs,@sudera-d8n,0,2025-09-05T04:02:56Z,"Jumlah penduduk indonesia ratusan juta sudah nerdeka hampir satu abad 
Apakah kira2 tidak ada yg bisa menyelesaikan masslah negara ini
Kalau tidak ada yg bisa bagsimana nasib negara ini nantinya",Jumlah penduduk indonesia ratusan juta sudah nerdeka hampir satu abad Apakah kira2 tidak ada yg bisa menyelesaikan masslah negara ini Kalau tidak ada yg bisa bagsimana nasib negara ini nantinya,jumlah penduduk indonesia ratusan juta sudah nerdeka hampir satu abad apakah kira2 tidak ada yg bisa menyelesaikan masslah negara ini kalau tidak ada yg bisa bagsimana nasib negara ini nantinya,2
m-QuhklHBEs,@brisdiantchannell7203,0,2025-09-05T03:52:00Z,Kawal terus UU perampasan aset sampai di sahkan,Kawal terus UU perampasan aset sampai di sahkan,kawal terus uu perampasan aset sampai di sahkan,1
m-QuhklHBEs,@Media_Edukasi_Design,0,2025-09-05T03:46:32Z,Semangat. Rakyat menunggu hasil keputusan DPR,Semangat. Rakyat menunggu hasil keputusan DPR,semangat. rakyat menunggu hasil keputusan dpr,2
m-QuhklHBEs,@UjangBola-f8y,0,2025-09-05T03:43:21Z,Yg utama sembako murah PLN diskon 50%,Yg utama sembako murah PLN diskon 50,yg utama sembako murah pln diskon 50,2
m-QuhklHBEs,@Syarifudin-b8q,0,2025-09-05T03:33:02Z,"Harus mamakai cara hukum internasional seperti nya ! 
Mereka sdah terlena akan kehidupan dg cara merampok negara secara berjama ah",Harus mamakai cara hukum internasional seperti nya ! Mereka sdah terlena akan kehidupan dg cara merampok negara secara berjama ah,harus mamakai cara hukum internasional seperti nya ! mereka sdah terlena akan kehidupan dg cara merampok negara secara berjama ah,2
m-QuhklHBEs,@tommyfebrian8306,0,2025-09-05T03:30:24Z,Kita kawal trs 17+8,Kita kawal trs 17 8,kita kawal trs 17 8,1
m-QuhklHBEs,@PakHajiwachyu,0,2025-09-05T03:29:11Z,De cukup satu tuntut uu perampasan aset  betul itu,De cukup satu tuntut uu perampasan aset betul itu,de cukup satu tuntut uu perampasan aset betul itu,2
m-QuhklHBEs,@fodderacc1271,1,2025-09-05T03:28:24Z,BEBASKAN SEMUA PENDEMO YANG DITAHAN TERUTAMA  MAHASISWA 🙏🏻🙏🏻🙏🏻,BEBASKAN SEMUA PENDEMO YANG DITAHAN TERUTAMA MAHASISWA,bebaskan semua pendemo yang ditahan terutama mahasiswa,2
m-QuhklHBEs,@nurtehuayo8056,0,2025-09-05T03:17:32Z,"Masyarakat Republik Indonesia tolong tetap kawal sampai selesai tuntunan rakyat di revisi dan di sahkan

Jika mahasiswa dan pemerintah bersinergi membangun bangsa saya yakin Indonesia akan lebih baiikk kedepan 

YANG jadi masalah nya adalah pemerintah tak boleh tutup mata dan telinga karena sejatinya rakyat lah yang paling berkuasa atas bangsanya tksh",Masyarakat Republik Indonesia tolong tetap kawal sampai selesai tuntunan rakyat di revisi dan di sahkan Jika mahasiswa dan pemerintah bersinergi membangun bangsa saya yakin Indonesia akan lebih baiikk kedepan YANG jadi masalah nya adalah pemerintah tak boleh tutup mata dan telinga karena sejatinya rakyat lah yang paling berkuasa atas bangsanya tksh,masyarakat republik indonesia tolong tetap kawal sampai selesai tuntunan rakyat di revisi dan di sahkan jika mahasiswa dan pemerintah bersinergi membangun bangsa saya yakin indonesia akan lebih baiikk kedepan yang jadi masalah nya adalah pemerintah tak boleh tutup mata dan telinga karena sejatinya rakyat lah yang paling berkuasa atas bangsanya tksh,1
m-QuhklHBEs,@xxx-qi5pk,0,2025-09-05T03:13:27Z,"Sdh jelas tuntutan rakyat/mahasiswa :
Jangan dicuekin lagi ,,, 
Jangan omon omon lagi,, 
Jangan joget2 lagi,,,
Jangan melindungi dosa rezim terdahulu,,,,
Jangan tantang rakyat dengan memuji berlebihan rezim terdahulu,,,","Sdh jelas tuntutan rakyat mahasiswa Jangan dicuekin lagi , Jangan omon omon lagi, Jangan joget2 lagi, Jangan melindungi dosa rezim terdahulu, Jangan tantang rakyat dengan memuji berlebihan rezim terdahulu,","sdh jelas tuntutan rakyat mahasiswa jangan dicuekin lagi , jangan omon omon lagi, jangan joget2 lagi, jangan melindungi dosa rezim terdahulu, jangan tantang rakyat dengan memuji berlebihan rezim terdahulu,",1
m-QuhklHBEs,@Akhiri,0,2025-09-05T03:12:56Z,"Ngapa in ke barak. Kami sebagai masyarakat meresa aman jika tni tidak di barak. Jika ada masalah di masyarakat, tni atau polri bisa langsung mengatasi nya. 
Di kampung saya banyak yang mencuri dan penggunaan narkoba.","Ngapa in ke barak. Kami sebagai masyarakat meresa aman jika tni tidak di barak. Jika ada masalah di masyarakat, tni atau polri bisa langsung mengatasi nya. Di kampung saya banyak yang mencuri dan penggunaan narkoba.","ngapa in ke barak. kami sebagai masyarakat meresa aman jika tni tidak di barak. jika ada masalah di masyarakat, tni atau polri bisa langsung mengatasi nya. di kampung saya banyak yang mencuri dan penggunaan narkoba.",2
m-QuhklHBEs,@djjackson6121,0,2025-09-05T03:04:29Z,"Kok perampasaan aset jgan tergesa gesa, emng udah brpa lama?","Kok perampasaan aset jgan tergesa gesa, emng udah brpa lama?","kok perampasaan aset jgan tergesa gesa, emng udah brpa lama?",2
m-QuhklHBEs,@dadangHardiansah-n5c,0,2025-09-05T03:01:45Z,Ayo rakyat Indonesia kita kawal mahasiswa dan tuntutan 17+8 hrs segera di sah kan 💪🏻🇮🇩 semoga penjabat Indonesia bsa LBH baik,Ayo rakyat Indonesia kita kawal mahasiswa dan tuntutan 17 8 hrs segera di sah kan semoga penjabat Indonesia bsa LBH baik,ayo rakyat indonesia kita kawal mahasiswa dan tuntutan 17 8 hrs segera di sah kan semoga penjabat indonesia bsa lbh baik,1
m-QuhklHBEs,@desiBani-h3g7y,0,2025-09-05T02:58:34Z,Bikin beban negRa saja dpr..terlalu banyak tunjangan..tunjangn cukup tunkangan keluarga dan trnaposrtasi sa,Bikin beban negRa saja dpr.terlalu banyak tunjangan.tunjangn cukup tunkangan keluarga dan trnaposrtasi sa,bikin beban negra saja dpr.terlalu banyak tunjangan.tunjangn cukup tunkangan keluarga dan trnaposrtasi sa,2
m-QuhklHBEs,@desiBani-h3g7y,0,2025-09-05T02:57:45Z,Tunjangan dewan klo bsa di hapus di hapus semua krn trlalu banyak,Tunjangan dewan klo bsa di hapus di hapus semua krn trlalu banyak,tunjangan dewan klo bsa di hapus di hapus semua krn trlalu banyak,2
m-QuhklHBEs,@monopomonopo9477,0,2025-09-05T02:57:39Z,"Tuntutan gak bakalan terjadi yg rakyat mau , malah sebaliknya lebih parah","Tuntutan gak bakalan terjadi yg rakyat mau , malah sebaliknya lebih parah","tuntutan gak bakalan terjadi yg rakyat mau , malah sebaliknya lebih parah",3
m-QuhklHBEs,@Thahirul-u4w,0,2025-09-05T02:56:50Z,Kalau tidak di sahkan rampok saja semua ruma dpr dg mengadakandemo kesetiap rimanya,Kalau tidak di sahkan rampok saja semua ruma dpr dg mengadakandemo kesetiap rimanya,kalau tidak di sahkan rampok saja semua ruma dpr dg mengadakandemo kesetiap rimanya,2
m-QuhklHBEs,@ahmadrafid16,0,2025-09-05T02:55:07Z,program mbg ga begitu penting,program mbg ga begitu penting,program mbg ga begitu penting,2
m-QuhklHBEs,@didikharianto7482,0,2025-09-05T02:46:42Z,"Yang perlu di reformasi itu polri mas mahasiswa,ganti kapolri dan bersihkan instuainya kalau tidak bisa kembalikan dibawah TNI lagi biar dibina tni menjadi profesioanl","Yang perlu di reformasi itu polri mas mahasiswa,ganti kapolri dan bersihkan instuainya kalau tidak bisa kembalikan dibawah TNI lagi biar dibina tni menjadi profesioanl","yang perlu di reformasi itu polri mas mahasiswa,ganti kapolri dan bersihkan instuainya kalau tidak bisa kembalikan dibawah tni lagi biar dibina tni menjadi profesioanl",2
m-QuhklHBEs,@abdoeldjebbar5451,0,2025-09-05T02:46:31Z,"Mudah²an tuntutan nya segera di laksanakan ,jgn menunda terlalu lama,khawatir masuk angin","Mudah an tuntutan nya segera di laksanakan ,jgn menunda terlalu lama,khawatir masuk angin","mudah an tuntutan nya segera di laksanakan ,jgn menunda terlalu lama,khawatir masuk angin",1
m-QuhklHBEs,@Rhita_Sc,0,2025-09-05T02:45:51Z,"Kalau ada partai dan ketum partai dari anggota DPR yang ada di Senayan yang tidak mau atau menghambat pengesahan UU perempasan aset, tolong terbuka sampai ke publik biar rakyat tahu partai mana yang membuat masalah!!","Kalau ada partai dan ketum partai dari anggota DPR yang ada di Senayan yang tidak mau atau menghambat pengesahan UU perempasan aset, tolong terbuka sampai ke publik biar rakyat tahu partai mana yang membuat masalah!","kalau ada partai dan ketum partai dari anggota dpr yang ada di senayan yang tidak mau atau menghambat pengesahan uu perempasan aset, tolong terbuka sampai ke publik biar rakyat tahu partai mana yang membuat masalah!",2
m-QuhklHBEs,@didikharianto7482,0,2025-09-05T02:45:39Z,"Militer tidak di gunakan dan tni baik profesional mas mahasiswa,yang tidak profesional itu polri yang tidak melakukan tugasnya dengan baik menjaga keamanan dengan baik,malah di beberapa video itu memancing kemarahan rakyat","Militer tidak di gunakan dan tni baik profesional mas mahasiswa,yang tidak profesional itu polri yang tidak melakukan tugasnya dengan baik menjaga keamanan dengan baik,malah di beberapa video itu memancing kemarahan rakyat","militer tidak di gunakan dan tni baik profesional mas mahasiswa,yang tidak profesional itu polri yang tidak melakukan tugasnya dengan baik menjaga keamanan dengan baik,malah di beberapa video itu memancing kemarahan rakyat",2
m-QuhklHBEs,@saptoadi6758,0,2025-09-05T02:44:55Z,"Kasih deadline dek, jangan mau di pHp","Kasih deadline dek, jangan mau di pHp","kasih deadline dek, jangan mau di php",2
m-QuhklHBEs,@gilbertsinulingga3883,0,2025-09-05T02:44:33Z,"walaupun jdi disahkan akan percuma, dngan yg udah ad aj UU koruptor, masih bnyak koruptor yg sdah jdi tersangka aj ga ditahan-tahan, yg sdah jdi tersangka aj dihukumnya aj bisa di nego bahkan dpt remisi. 
ingat hukum di RI Indonesia itu tidak ada keadilannya","walaupun jdi disahkan akan percuma, dngan yg udah ad aj UU koruptor, masih bnyak koruptor yg sdah jdi tersangka aj ga ditahan tahan, yg sdah jdi tersangka aj dihukumnya aj bisa di nego bahkan dpt remisi. ingat hukum di RI Indonesia itu tidak ada keadilannya","walaupun jdi disahkan akan percuma, dngan yg udah ad aj uu koruptor, masih bnyak koruptor yg sdah jdi tersangka aj ga ditahan tahan, yg sdah jdi tersangka aj dihukumnya aj bisa di nego bahkan dpt remisi. ingat hukum di ri indonesia itu tidak ada keadilannya",2
m-QuhklHBEs,@artyulian,0,2025-09-05T02:44:15Z,"Dalam kondisi darurat masih saja pake lagu lama, aspirasi di sampaikan, trus akan di kaji di tindak lanjuti, kemudian kejelasannya tidak pernah ada lagi 
Padahal draf RUU sudah sampai komisi 1 sejak jaman dulu.","Dalam kondisi darurat masih saja pake lagu lama, aspirasi di sampaikan, trus akan di kaji di tindak lanjuti, kemudian kejelasannya tidak pernah ada lagi Padahal draf RUU sudah sampai komisi 1 sejak jaman dulu.","dalam kondisi darurat masih saja pake lagu lama, aspirasi di sampaikan, trus akan di kaji di tindak lanjuti, kemudian kejelasannya tidak pernah ada lagi padahal draf ruu sudah sampai komisi 1 sejak jaman dulu.",2
m-QuhklHBEs,@KANGABIMSUHANDA,0,2025-09-05T02:41:16Z,"Mahasiswa menuntut istana 2 saja, 1.  koruptor dibunuh dan harus melanggar ham

2. Subsidi per kepala keluarga 2-3 juta sebulan, dari sabang sampai merauke terjamin kebutuhan pangan dan kesehannya, tanpa pandang kaya miskin dan SARA","Mahasiswa menuntut istana 2 saja, 1. koruptor dibunuh dan harus melanggar ham 2. Subsidi per kepala keluarga 2 3 juta sebulan, dari sabang sampai merauke terjamin kebutuhan pangan dan kesehannya, tanpa pandang kaya miskin dan SARA","mahasiswa menuntut istana 2 saja, 1. koruptor dibunuh dan harus melanggar ham 2. subsidi per kepala keluarga 2 3 juta sebulan, dari sabang sampai merauke terjamin kebutuhan pangan dan kesehannya, tanpa pandang kaya miskin dan sara",2
m-QuhklHBEs,@bebendy8662,0,2025-09-05T02:41:09Z,Hukum Mati Koruptor lebih Utama daripada 17+8 itu🎉,Hukum Mati Koruptor lebih Utama daripada 17 8 itu,hukum mati koruptor lebih utama daripada 17 8 itu,3
m-QuhklHBEs,@mukidmukid7661,0,2025-09-05T02:40:26Z,Tuntutannya banyak yg blunder cm satu yg agak berkuwLitas usitu perampasan aset lainnya gk bermutu mallum mas8h bocah,Tuntutannya banyak yg blunder cm satu yg agak berkuwLitas usitu perampasan aset lainnya gk bermutu mallum mas8h bocah,tuntutannya banyak yg blunder cm satu yg agak berkuwlitas usitu perampasan aset lainnya gk bermutu mallum mas8h bocah,3
m-QuhklHBEs,@Argusman-q2y6f,0,2025-09-05T02:40:16Z,Koruptor di hukum matinya manaaa aaaaaaaaaa hiiiiiiiiiii,Koruptor di hukum matinya manaaa aaaaaaaaaa hiiiiiiiiiii,koruptor di hukum matinya manaaa aaaaaaaaaa hiiiiiiiiiii,2
m-QuhklHBEs,@dendypratama4774,0,2025-09-05T02:40:07Z,"Ingat dek tuntutan musti goal , jangan mau di sogok uang , jabatan , dll","Ingat dek tuntutan musti goal , jangan mau di sogok uang , jabatan , dll","ingat dek tuntutan musti goal , jangan mau di sogok uang , jabatan , dll",1
m-QuhklHBEs,@ajisugihanahttpsp9633,0,2025-09-05T02:37:44Z,Maju terus pantang menyerah harus cepat uud perampasan aset bagi koruptor dan hukum mati. Terimakasih kawan,Maju terus pantang menyerah harus cepat uud perampasan aset bagi koruptor dan hukum mati. Terimakasih kawan,maju terus pantang menyerah harus cepat uud perampasan aset bagi koruptor dan hukum mati. terimakasih kawan,1
m-QuhklHBEs,@arwd7732,0,2025-09-05T02:36:55Z,Mantap kita sebagai warga negara Indonesia yang baik kita harus mengedepankan perdamaian persatuan dan kesatuan bangsa,Mantap kita sebagai warga negara Indonesia yang baik kita harus mengedepankan perdamaian persatuan dan kesatuan bangsa,mantap kita sebagai warga negara indonesia yang baik kita harus mengedepankan perdamaian persatuan dan kesatuan bangsa,2
m-QuhklHBEs,@KidikidiBambam,0,2025-09-05T02:36:37Z,"Mahasiswa nuntut 17+8 😂😂😂😂😂😂😂😂😂😂😂😂😂 beneran nih??? tuntutannya isinya kayak pesanan gt siaurakan mahasiswa 😂😂😂😂😂😂,kalian nyadar gak sih 17+8 itu kelihatan banget ""membela"" polisi. Polisi aja selama ini sudah super power banget,saking kuatnya kayak mereka tak tersentuh. Kok para mahasiswa terhormatnya bisa manut arus dg pemikiran yg pro polisi. Jgana biarkan polisi itu terlalu kuat di negeri ini. Haris ada pemyeimbang","Mahasiswa nuntut 17 8 beneran nih? tuntutannya isinya kayak pesanan gt siaurakan mahasiswa ,kalian nyadar gak sih 17 8 itu kelihatan banget membela polisi. Polisi aja selama ini sudah super power banget,saking kuatnya kayak mereka tak tersentuh. Kok para mahasiswa terhormatnya bisa manut arus dg pemikiran yg pro polisi. Jgana biarkan polisi itu terlalu kuat di negeri ini. Haris ada pemyeimbang","mahasiswa nuntut 17 8 beneran nih? tuntutannya isinya kayak pesanan gt siaurakan mahasiswa ,kalian nyadar gak sih 17 8 itu kelihatan banget membela polisi. polisi aja selama ini sudah super power banget,saking kuatnya kayak mereka tak tersentuh. kok para mahasiswa terhormatnya bisa manut arus dg pemikiran yg pro polisi. jgana biarkan polisi itu terlalu kuat di negeri ini. haris ada pemyeimbang",3
